Country Name,Country Code,Time,Time Code,"International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]",GDP (current US$) [NY.GDP.MKTP.CD]
Georgia,GEO,2019,YR2019,1124000000,7726000,3551000000,17470436258.5131
Georgia,GEO,2020,YR2020,292000000,1513000,586000000,15842922532.7202
Germany,DEU,2016,YR2016,87412000000,35555000,52234000000,3469853463945.63
Germany,DEU,2017,YR2017,97163000000,37452000,55750000000,3690849152517.69
Germany,DEU,2018,YR2018,103502000000,38881000,59446000000,3974443355019.53
Germany,DEU,2019,YR2019,101231000000,39563000,58372000000,3888226035921.49
Germany,DEU,2020,YR2020,..,12449000,..,3889668895299.56
Ghana,GHA,2016,YR2016,1571000000,..,952000000,56164933479.4044
Ghana,GHA,2017,YR2017,1581000000,..,919000000,60405920071.1024
Ghana,GHA,2018,YR2018,1329000000,..,996000000,67298913752.0241
Ghana,GHA,2019,YR2019,1380000000,..,1490000000,68337974418.7681
Ghana,GHA,2020,YR2020,946000000,..,191000000,70043095503.2503
Gibraltar,GIB,2016,YR2016,..,..,..,..
Gibraltar,GIB,2017,YR2017,..,..,..,..
Gibraltar,GIB,2018,YR2018,..,..,..,..
Gibraltar,GIB,2019,YR2019,..,..,..,..
Gibraltar,GIB,2020,YR2020,..,..,..,..
Greece,GRC,2016,YR2016,3412000000,28071000,16811000000,193148146586.938
Greece,GRC,2017,YR2017,3306000000,30161000,19139000000,199844406013.533
Greece,GRC,2018,YR2018,3910000000,33072000,21594000000,212049447242.107
Greece,GRC,2019,YR2019,4211000000,34005000,23003000000,205257014892.498
Greece,GRC,2020,YR2020,1500000000,7406000,6193000000,188925995936.803
Greenland,GRL,2016,YR2016,..,..,..,2707146783.13056
Greenland,GRL,2017,YR2017,..,..,..,2851610655.92391
Greenland,GRL,2018,YR2018,..,..,..,3055791340.7025
Greenland,GRL,2019,YR2019,..,..,..,2997331094.25136
Greenland,GRL,2020,YR2020,..,..,..,3082909157.60994
Grenada,GRD,2016,YR2016,40000000,474000,437000000,1061640740.74074
Grenada,GRD,2017,YR2017,38000000,468000,482000000,1125685185.18519
Grenada,GRD,2018,YR2018,42000000,529000,548000000,1166514814.81481
Grenada,GRD,2019,YR2019,48000000,526000,..,1213485185.18519
Grenada,GRD,2020,YR2020,12000000,217000,..,1043411111.11111
Guam,GUM,2016,YR2016,..,1536000,..,5901000000
Guam,GUM,2017,YR2017,..,1545000,..,6013000000
Guam,GUM,2018,YR2018,..,1549000,..,6056000000
Guam,GUM,2019,YR2019,..,1667000,..,6366000000
Guam,GUM,2020,YR2020,..,328000,..,5886000000
Guatemala,GTM,2016,YR2016,1032000000,1906000,1202699951.17188,66053402744.7267
Guatemala,GTM,2017,YR2017,1066000000,2120000,1217599975.58594,71653756504.1625
Guatemala,GTM,2018,YR2018,1105000000,2406000,1235099975.58594,73328369925.8478
Guatemala,GTM,2019,YR2019,1128000000,2560000,1227199951.17188,77172313916.4218
Guatemala,GTM,2020,YR2020,346000000,594000,298500000,77715183063.2054
Guinea,GIN,2016,YR2016,16299999.2370605,63000,16600000.3814697,8595955600.7877
Guinea,GIN,2017,YR2017,102400001.525879,99000,16600000.3814697,10324668270.876
Guinea,GIN,2018,YR2018,411700012.207031,..,4699999.80926514,11857030366.4598
Guinea,GIN,2019,YR2019,419500000,..,10399999.6185303,13442861496.5747
Guinea,GIN,2020,YR2020,1075099975.58594,..,1289999.96185303,14177835840.8311
Guinea-Bissau,GNB,2016,YR2016,..,45200.0007629395,..,1179004911.26075
Guinea-Bissau,GNB,2017,YR2017,..,49500,16440000.5340576,1350177012.24771
Guinea-Bissau,GNB,2018,YR2018,74599998.4741211,55000,20000000,1504630233.68639
Guinea-Bissau,GNB,2019,YR2019,88900001.5258789,52400.0015258789,18920000.0762939,1439638410.99593
Guinea-Bissau,GNB,2020,YR2020,..,..,..,1431758231.68287
Guyana,GUY,2016,YR2016,..,235000,..,4482697336.56174
Guyana,GUY,2017,YR2017,..,247000,..,4748174334.14044
Guyana,GUY,2018,YR2018,..,287000,..,4787637005.53638
Guyana,GUY,2019,YR2019,..,315000,..,5173760191.84652
Guyana,GUY,2020,YR2020,..,86400.0015258789,..,5471256594.72422
Haiti,HTI,2016,YR2016,503000000,1153000,511000000,14069277532.4999
Haiti,HTI,2017,YR2017,485000000,1262000,460000000,15093357143.42
Haiti,HTI,2018,YR2018,599000000,1333000,620000000,16403864521.4121
Haiti,HTI,2019,YR2019,554000000,938000,..,15016090929.8744
Haiti,HTI,2020,YR2020,..,..,..,14508222518.158
Honduras,HND,2016,YR2016,482000000,2228000,585000000,21717604580.8627
Honduras,HND,2017,YR2017,517000000,2144000,610000000,23136248046.2979
Honduras,HND,2018,YR2018,558000000,2323000,601000000,24067750465.9361
Honduras,HND,2019,YR2019,655000000,2315000,556000000,25089937108.6681
Honduras,HND,2020,YR2020,230000000,669000,189000000,23827859694.7921
"Hong Kong SAR, China",HKG,2016,YR2016,24141000000,56655000,37838000000,320860317562.562
"Hong Kong SAR, China",HKG,2017,YR2017,25388000000,58472000,38170000000,341273289534.466
"Hong Kong SAR, China",HKG,2018,YR2018,26498000000,65148000,42313000000,361731070995.726
"Hong Kong SAR, China",HKG,2019,YR2019,..,55913000,32697000000,363074560517.276
"Hong Kong SAR, China",HKG,2020,YR2020,..,3569000,..,344943149590.058
Hungary,HUN,2016,YR2016,2738000000,52890000,7481000000,128609822750.039
Hungary,HUN,2017,YR2017,3049000000,54962000,8448000000,143112196040.326
Hungary,HUN,2018,YR2018,3239000000,57667000,9618000000,160565642983.587
Hungary,HUN,2019,YR2019,3352000000,61397000,10225000000,164020460331.659
Hungary,HUN,2020,YR2020,1334000000,31641000,4224000000,157227094449.074
Iceland,ISL,2016,YR2016,..,1891000,..,20793168030.9524
Iceland,ISL,2017,YR2017,..,2353000,..,24728285177.4603
Iceland,ISL,2018,YR2018,..,2488000,..,26260850582.0687
Iceland,ISL,2019,YR2019,..,2202000,..,24663643101.958
Iceland,ISL,2020,YR2020,..,488000,..,21553080483.8132
India,IND,2016,YR2016,19184000000,14570000,23111000000,2294796889945.04
India,IND,2017,YR2017,21856000000,15543000,27878000000,2651474263257.15
India,IND,2018,YR2018,25790000000,17423000,29143000000,2702929639861.5
India,IND,2019,YR2019,28595000000,17914000,31661000000,2835606242052.48
India,IND,2020,YR2020,15777000000,..,13413000000,2671595389575.7
Indonesia,IDN,2016,YR2016,9932000000,11519000,12566000000,931877364033.902
Indonesia,IDN,2017,YR2017,10945000000,14040000,14691000000,1015618744168.15
Indonesia,IDN,2018,YR2018,13171000000,15810000,17915000000,1042271532953.36
Indonesia,IDN,2019,YR2019,14449000000,16107000,18405000000,1119099871386.16
Indonesia,IDN,2020,YR2020,1980000000,4053000,3533000000,1059054842711.72
"Iran, Islamic Rep.",IRN,2016,YR2016,11142000000,4942000,4634000000,457954614595.24
"Iran, Islamic Rep.",IRN,2017,YR2017,12568000000,4867000,4531000000,486630147094.69
"Iran, Islamic Rep.",IRN,2018,YR2018,9271000000,7295000,5252000000,327900695065.853
"Iran, Islamic Rep.",IRN,2019,YR2019,..,9107000,..,283649531542.631
"Iran, Islamic Rep.",IRN,2020,YR2020,..,1550000,..,239735486745.704
Iraq,IRQ,2016,YR2016,7647000000,..,3120000000,166602488747.885
Iraq,IRQ,2017,YR2017,8093000000,..,2959000000,187217660050.676
Iraq,IRQ,2018,YR2018,7855000000,..,1986000000,227367469034.031
Iraq,IRQ,2019,YR2019,10925000000,..,3593000000,233636097800.338
Iraq,IRQ,2020,YR2020,4172000000,..,955000000,180924091442.953
Ireland,IRL,2016,YR2016,6234000000,10100000,12649000000,299091127524.513
Ireland,IRL,2017,YR2017,6616000000,10338000,14294000000,336377500160.549
Ireland,IRL,2018,YR2018,7541000000,10926000,15276000000,385736680797.111
Ireland,IRL,2019,YR2019,8156000000,10951000,14808000000,399321701632.424
Ireland,IRL,2020,YR2020,2334000000,..,4160000000,425852281928.114
Isle of Man,IMN,2016,YR2016,..,..,..,6846373276.62067
Isle of Man,IMN,2017,YR2017,..,..,..,6979791187.09008
Isle of Man,IMN,2018,YR2018,..,..,..,7491654051.08011
Isle of Man,IMN,2019,YR2019,..,..,..,7314966839.10981
Isle of Man,IMN,2020,YR2020,..,..,..,6684229268.52985
Israel,ISR,2016,YR2016,8210000000,3070000,6616000000,322102790386.835
Israel,ISR,2017,YR2017,8985000000,3863000,7602000000,358245427458.541
Israel,ISR,2018,YR2018,9975000000,4389000,8048000000,376691526553.276
Israel,ISR,2019,YR2019,10389000000,4905000,8459000000,402470513619.148
Israel,ISR,2020,YR2020,2175000000,..,2661000000,413267669231.522
Italy,ITA,2016,YR2016,30584000000,84925000,42423000000,1877071687633.83
Italy,ITA,2017,YR2017,34819000000,89931000,46719000000,1961796197354.37
Italy,ITA,2018,YR2018,37644000000,93228601.5625,51602000000,2091932426266.94
Italy,ITA,2019,YR2019,37908000000,95399000,51910000000,2011302198827.41
Italy,ITA,2020,YR2020,12965000000,38419000,20459000000,1897210466667.52
Jamaica,JAM,2016,YR2016,413000000,3837000,..,14077105502.9175
Jamaica,JAM,2017,YR2017,455000000,4276000,..,14808984880.5796
Jamaica,JAM,2018,YR2018,505000000,4319000,..,15730791525.65
Jamaica,JAM,2019,YR2019,508000000,4233000,..,15830766372.2651
Jamaica,JAM,2020,YR2020,291000000,1329699.95117188,..,13812421859.4026
Japan,JPN,2016,YR2016,25968000000,24039000,33456000000,5003677627544.24
Japan,JPN,2017,YR2017,25774000000,28691000,36978000000,4930837369151.42
Japan,JPN,2018,YR2018,28097000000,31191000,45276000000,5040880939324.86
Japan,JPN,2019,YR2019,29146000000,31881000,49209000000,5117993853016.51
Japan,JPN,2020,YR2020,6741000000,4115799.8046875,11395000000,5048789595589.43
Jordan,JOR,2016,YR2016,1367000000,4236000,4943000000,39892551126.7606
Jordan,JOR,2017,YR2017,1496000000,4565000,5549000000,41608435915.493
Jordan,JOR,2018,YR2018,1493000000,4922000,6221000000,43370860704.2254
Jordan,JOR,2019,YR2019,1569000000,5361000,6765000000,44503005774.6479
Jordan,JOR,2020,YR2020,408000000,1240000,1745000000,43579916197.1831
Kazakhstan,KAZ,2016,YR2016,2580000000,6509000,2038000000,137278320084.171
Kazakhstan,KAZ,2017,YR2017,2695000000,7701000,2356000000,166805788966.78
Kazakhstan,KAZ,2018,YR2018,2852000000,8789000,2651000000,179339977517.062
Kazakhstan,KAZ,2019,YR2019,2955000000,8515000,2922000000,181667185041.48
Kazakhstan,KAZ,2020,YR2020,861000000,2035000,589000000,171082365723.326
Kenya,KEN,2016,YR2016,..,1340000,1472000000,74815143796.3978
Kenya,KEN,2017,YR2017,..,1449000,1564000000,82036511258.8324
Kenya,KEN,2018,YR2018,..,2025000,1784000000,92202979940.671
Kenya,KEN,2019,YR2019,..,2049000,1762000000,100378435824.178
Kenya,KEN,2020,YR2020,..,..,..,100657505600.655
Kiribati,KIR,2016,YR2016,..,7599.99990463257,..,178507958.050329
Kiribati,KIR,2017,YR2017,24569999.6948242,7500,5170000.07629395,188540699.145686
Kiribati,KIR,2018,YR2018,..,9000,..,196501504.185186
Kiribati,KIR,2019,YR2019,..,12000,..,175181684.792212
Kiribati,KIR,2020,YR2020,..,..,..,177553260.108828
"Korea, Dem. People's Rep.",PRK,2016,YR2016,..,..,..,..
"Korea, Dem. People's Rep.",PRK,2017,YR2017,..,..,..,..
"Korea, Dem. People's Rep.",PRK,2018,YR2018,..,..,..,..
"Korea, Dem. People's Rep.",PRK,2019,YR2019,..,..,..,..
"Korea, Dem. People's Rep.",PRK,2020,YR2020,..,..,..,..
"Korea, Rep.",KOR,2016,YR2016,29817000000,17242000,20924000000,1500111596236.37
"Korea, Rep.",KOR,2017,YR2017,34453000000,13336000,17173000000,1623901496835.79
"Korea, Rep.",KOR,2018,YR2018,38022000000,15347000,23104000000,1724845615629.26
"Korea, Rep.",KOR,2019,YR2019,35339000000,17503000,25456000000,1651422932447.77
"Korea, Rep.",KOR,2020,YR2020,16705000000,2519000,11776000000,1644312785467.12
Kosovo,XKX,2016,YR2016,..,..,..,6682674062.9615
Kosovo,XKX,2017,YR2017,..,..,..,7180768692.26354
Kosovo,XKX,2018,YR2018,..,..,..,7878762812.20156
Kosovo,XKX,2019,YR2019,..,..,..,7899741278.93571
Kosovo,XKX,2020,YR2020,..,..,..,7717143395.25699
Kuwait,KWT,2016,YR2016,13232000000,7055000,831000000,109406169162.833
Kuwait,KWT,2017,YR2017,13722000000,7407000,643000000,120687635952.46
Kuwait,KWT,2018,YR2018,14318000000,8508000,919000000,138202309918.726
Kuwait,KWT,2019,YR2019,15839000000,8565000,1198000000,136191752590.897
Kuwait,KWT,2020,YR2020,6696000000,2161000,524000000,105948765156.029
Kyrgyz Republic,KGZ,2016,YR2016,582000000,3853000,477000000,6813095396.14317
Kyrgyz Republic,KGZ,2017,YR2017,422000000,4568000,480000000,7702938395.18458
Kyrgyz Republic,KGZ,2018,YR2018,451000000,6947000,518000000,8271106196.04253
Kyrgyz Republic,KGZ,2019,YR2019,519000000,8508000,708000000,8871019822.76098
Kyrgyz Republic,KGZ,2020,YR2020,185000000,..,195000000,7780873258.66887
Lao PDR,LAO,2016,YR2016,912099975.585938,4239000,717000000,15912495368.8717
Lao PDR,LAO,2017,YR2017,930000000,3869000,655000000,17071162084.4067
Lao PDR,LAO,2018,YR2018,1005000000,4186000,833000000,18141651381.3884
Lao PDR,LAO,2019,YR2019,1029000000,4791000,974000000,18740559554.1632
Lao PDR,LAO,2020,YR2020,260000000,886400.024414063,227000000,18981800705.0794
Latvia,LVA,2016,YR2016,..,6797000,..,28083597512.4849
Latvia,LVA,2017,YR2017,..,7726000,..,30483806017.8321
Latvia,LVA,2018,YR2018,..,7775000,..,34429023435.0205
Latvia,LVA,2019,YR2019,..,8342000,..,34343961072.8229
Latvia,LVA,2020,YR2020,..,3204000,..,34601740323.338
Lebanon,LBN,2016,YR2016,5252000000,1688000,7373000000,51147308773.9304
Lebanon,LBN,2017,YR2017,5704000000,1857000,8086000000,53027680685.8375
Lebanon,LBN,2018,YR2018,6395000000,1964000,8694000000,54901519155.6219
Lebanon,LBN,2019,YR2019,6495000000,1936000,8717000000,51605959131.3654
Lebanon,LBN,2020,YR2020,1699000000,..,2369000000,31712128253.7961
Lesotho,LSO,2016,YR2016,262000000,1196000,..,2114426468.65681
Lesotho,LSO,2017,YR2017,307000000,1137000,..,2306741598.79677
Lesotho,LSO,2018,YR2018,347000000,1173000,..,2556247155.56945
Lesotho,LSO,2019,YR2019,323000000,1142000,..,2436029587.61009
Lesotho,LSO,2020,YR2020,277000000,..,..,2117736527.79886
Liberia,LBR,2016,YR2016,..,..,..,3398419600
Liberia,LBR,2017,YR2017,..,..,..,3390703400
Liberia,LBR,2018,YR2018,..,..,..,3422754800
Liberia,LBR,2019,YR2019,..,..,..,3319596500
Liberia,LBR,2020,YR2020,..,..,..,3039982500
Libya,LBY,2016,YR2016,813000000,..,..,49912085228.3487
Libya,LBY,2017,YR2017,2005000000,..,..,67157451660.2727
Libya,LBY,2018,YR2018,2042000000,..,..,76686048499.3527
Libya,LBY,2019,YR2019,..,..,..,69254143968.3398
Libya,LBY,2020,YR2020,..,..,..,46808208747.2754
Liechtenstein,LIE,2016,YR2016,..,69099.9984741211,..,6237299538.02934
Liechtenstein,LIE,2017,YR2017,..,79300.0030517578,..,6474310909.50636
Liechtenstein,LIE,2018,YR2018,..,85300.0030517578,..,6692618410.5125
Liechtenstein,LIE,2019,YR2019,..,98099.9984741211,..,6436467007.11932
Liechtenstein,LIE,2020,YR2020,..,58400.0015258789,..,6405765970.4778
Lithuania,LTU,2016,YR2016,..,5322000,..,43047309305.7375
Lithuania,LTU,2017,YR2017,..,5590000,..,47758736931.7805
Lithuania,LTU,2018,YR2018,..,6115000,..,53751411409.4437
Lithuania,LTU,2019,YR2019,..,6150000,..,54760617012.9166
Lithuania,LTU,2020,YR2020,..,2284000,..,56914826860.6918
Luxembourg,LUX,2016,YR2016,2048000000,1054000,5606000000,62216885435.9505
Luxembourg,LUX,2017,YR2017,2607000000,1046000,5472000000,65712180342.9842
Luxembourg,LUX,2018,YR2018,2872000000,1018000,5642000000,71000359760.4599
Luxembourg,LUX,2019,YR2019,3288000000,1041000,5645000000,69825641851.0104
Luxembourg,LUX,2020,YR2020,2458000000,525000,4454000000,73992591285.3017
"Macao SAR, China",MAC,2016,YR2016,1500000000,30950000,31155000000,45070807279.6288
"Macao SAR, China",MAC,2017,YR2017,1702000000,32611000,36595000000,50440935654.0075
"Macao SAR, China",MAC,2018,YR2018,1941000000,35804000,41478000000,55284309690.2698
"Macao SAR, China",MAC,2019,YR2019,2034000000,39406000,41166000000,55204960999.5882
"Macao SAR, China",MAC,2020,YR2020,886000000,5897000,9442000000,25459685019.548
Madagascar,MDG,2016,YR2016,300000000,333000,912000000,11848613859.5279
Madagascar,MDG,2017,YR2017,319000000,285000,849000000,13176313593.5509
Madagascar,MDG,2018,YR2018,309000000,360000,879000000,13760033282.6071
Madagascar,MDG,2019,YR2019,319000000,486000,951000000,14104664677.9627
Madagascar,MDG,2020,YR2020,97000000,87099.9984741211,202000000,13051441203.4474
Malawi,MWI,2016,YR2016,100000000,849000,30000000,7909868618.46366
Malawi,MWI,2017,YR2017,120000000,837000,35000000,8943543677.18899
Malawi,MWI,2018,YR2018,174000000,871000,55000000,9880675785.93057
Malawi,MWI,2019,YR2019,195000000,..,62000000,11025371147.1876
Malawi,MWI,2020,YR2020,119000000,..,35000000,12056108780.2073
Malaysia,MYS,2016,YR2016,11339000000,26757000,19682000000,301255332137.075
Malaysia,MYS,2017,YR2017,12145000000,25948000,20311000000,319109103242.055
Malaysia,MYS,2018,YR2018,13207000000,25832000,21775000000,358788833524.945
Malaysia,MYS,2019,YR2019,13694000000,26101000,22200000000,365177744321.011
Malaysia,MYS,2020,YR2020,5206000000,4333000,3386000000,337339463179.961
Maldives,MDV,2016,YR2016,347000000,1286000,2640000000,4379134272.943
Maldives,MDV,2017,YR2017,369000000,1390000,2771000000,4754185598.8417
Maldives,MDV,2018,YR2018,414000000,1484000,3054000000,5300949822.99805
Maldives,MDV,2019,YR2019,431000000,1703000,3171000000,5609385433.592
Maldives,MDV,2020,YR2020,106000000,555000,1409000000,3746329358.28788
Mali,MLI,2016,YR2016,213000000,173000,201600006.103516,14026048334.2131
Mali,MLI,2017,YR2017,220000000,193000,206399993.896484,15365713059.1057
Mali,MLI,2018,YR2018,255000000,203000,231000000,17070867577.6666
Mali,MLI,2019,YR2019,..,217000,..,17280250805.2245
Mali,MLI,2020,YR2020,..,..,..,17465392779.0366
Malta,MLT,2016,YR2016,..,2592000,..,11667976402.763
Malta,MLT,2017,YR2017,..,2944000,..,13489296992.0001
Malta,MLT,2018,YR2018,..,3232000,..,15298004130.4975
Malta,MLT,2019,YR2019,..,3519000,..,15881258056.2009
Malta,MLT,2020,YR2020,..,718000,..,15046136935.4814
Marshall Islands,MHL,2016,YR2016,27000000,5400.00009536743,30399999.6185303,200716000
Marshall Islands,MHL,2017,YR2017,27600000.3814697,6000,18100000.3814697,212701200
Marshall Islands,MHL,2018,YR2018,31399999.6185303,6800.00019073486,20100000.3814697,219330300
Marshall Islands,MHL,2019,YR2019,..,6099.99990463257,..,232092300
Marshall Islands,MHL,2020,YR2020,..,..,..,241722400
Mauritania,MRT,2016,YR2016,74000000,..,33000000,6398741855.76276
Mauritania,MRT,2017,YR2017,61000000,..,24000000,6800138755.34592
Mauritania,MRT,2018,YR2018,38000000,..,6000000,7473550557.07378
Mauritania,MRT,2019,YR2019,56000000,..,13699999.8092651,8066118984.30581
Mauritania,MRT,2020,YR2020,35000000,..,6400000.09536743,8405498735.74293
Mauritius,MUS,2016,YR2016,683000000,1307000,1824000000,12594155346.298
Mauritius,MUS,2017,YR2017,738000000,1371000,2005000000,13713505998.0391
Mauritius,MUS,2018,YR2018,663000000,1431000,2161000000,14735695930.9727
Mauritius,MUS,2019,YR2019,656000000,1418000,2024000000,14436347115.2893
Mauritius,MUS,2020,YR2020,224000000,316000,518000000,11401040995.9946
Mexico,MEX,2016,YR2016,12823000000,94853000,20619000000,1078493059306.95
Mexico,MEX,2017,YR2017,13647000000,99349000,22467000000,1158912015259.01
Mexico,MEX,2018,YR2018,14074000000,96497000,23802000000,1222405556421.13
Mexico,MEX,2019,YR2019,12300000000,97406000,25847000000,1269009571610.76
Mexico,MEX,2020,YR2020,4286000000,51128000,11449000000,1090514966785.91
"Micronesia, Fed. Sts.",FSM,2016,YR2016,..,29600.0003814697,..,332265200
"Micronesia, Fed. Sts.",FSM,2017,YR2017,..,..,..,366666800
"Micronesia, Fed. Sts.",FSM,2018,YR2018,..,19200.0007629395,..,401932300
"Micronesia, Fed. Sts.",FSM,2019,YR2019,..,18000,..,412000000
"Micronesia, Fed. Sts.",FSM,2020,YR2020,..,..,..,408000000
Moldova,MDA,2016,YR2016,334000000,121000,344000000,7982450758.03213
Moldova,MDA,2017,YR2017,380000000,145000,442000000,9519053158.46404
Moldova,MDA,2018,YR2018,438000000,160000,500000000,11253727815.4762
Moldova,MDA,2019,YR2019,479000000,174000,527000000,11735774634.4239
Moldova,MDA,2020,YR2020,303000000,29000,354000000,11531967881.0624
Monaco,MCO,2016,YR2016,..,336000,..,6472837332.95721
Monaco,MCO,2017,YR2017,..,355000,..,6431274937.64707
Monaco,MCO,2018,YR2018,..,347000,..,7194256778.2745
Monaco,MCO,2019,YR2019,..,363000,..,7383941919.21567
Monaco,MCO,2020,YR2020,..,159000,..,6739642360.46694
Mongolia,MNG,2016,YR2016,536000000,471000,379000000,11181350649.2247
Mongolia,MNG,2017,YR2017,618000000,543000,462000000,11480847740.0839
Mongolia,MNG,2018,YR2018,822000000,598000,526000000,13178094719.8612
Mongolia,MNG,2019,YR2019,1036000000,637000,605000000,14206359016.4014
Mongolia,MNG,2020,YR2020,573000000,66900.0015258789,49000000,13312981427.4023
Montenegro,MNE,2016,YR2016,91000000,1662000,978000000,4376929571.63114
Montenegro,MNE,2017,YR2017,91000000,1877000,1110000000,4856602178.63413
Montenegro,MNE,2018,YR2018,73000000,2077000,1224000000,5506944403.30196
Montenegro,MNE,2019,YR2019,72000000,2510000,1276000000,5542053845.29274
Montenegro,MNE,2020,YR2020,38000000,351000,180000000,4769995511.55242
Morocco,MAR,2016,YR2016,2312000000,10677000,7922000000,111572946646.535
Morocco,MAR,2017,YR2017,2829000000,11540000,9086000000,118540574727.552
Morocco,MAR,2018,YR2018,2987000000,12489000,9520000000,127341141871.205
Morocco,MAR,2019,YR2019,3102000000,13109000,9949000000,128920265075.525
Morocco,MAR,2020,YR2020,1509000000,2802000,4514000000,121347533649.793
Mozambique,MOZ,2016,YR2016,290000000,1715000,114000000,11936993086.9579
Mozambique,MOZ,2017,YR2017,237000000,1514000,164000000,13219079497.7055
Mozambique,MOZ,2018,YR2018,135000000,2870000,331000000,14845400592.6712
Mozambique,MOZ,2019,YR2019,99000000,2033000,324000000,15390031039.9957
Mozambique,MOZ,2020,YR2020,95000000,..,113000000,14156864916.4711
Myanmar,MMR,2016,YR2016,201000000,2907000,2289000000,60291738934.7768
Myanmar,MMR,2017,YR2017,136000000,3443000,1988000000,61449391917.1276
Myanmar,MMR,2018,YR2018,118000000,3551000,1670000000,67144726167.9294
Myanmar,MMR,2019,YR2019,214000000,4364000,2501000000,68697761477.1809
Myanmar,MMR,2020,YR2020,..,903000,..,78930259068.5275
Namibia,NAM,2016,YR2016,82000000,1551000,295000000,10722018975.0783
Namibia,NAM,2017,YR2017,92000000,1581000,449000000,12895153160.466
Namibia,NAM,2018,YR2018,69000000,1639000,488000000,13682019171.6627
Namibia,NAM,2019,YR2019,118000000,1651000,451000000,12541928102.7657
Namibia,NAM,2020,YR2020,77000000,187100.006103516,155000000,10583748757.3345
Nauru,NRU,2016,YR2016,10000000,..,3400000,97541914.5833045
Nauru,NRU,2017,YR2017,9000000,..,3900000,109355653.690742
Nauru,NRU,2018,YR2018,7100000,..,1600000,130995580.092154
Nauru,NRU,2019,YR2019,..,..,..,125160081.80546
Nauru,NRU,2020,YR2020,..,..,..,124685686.622889
Nepal,NPL,2016,YR2016,634000000,753000,498000000,24524109484.7453
Nepal,NPL,2017,YR2017,886000000,940000,712000000,28971588880.8208
Nepal,NPL,2018,YR2018,915000000,1173000,740000000,33111525182.7133
Nepal,NPL,2019,YR2019,713000000,1197000,801000000,34186180694.9285
Nepal,NPL,2020,YR2020,267000000,230000,238000000,33433659223.1789
Netherlands,NLD,2016,YR2016,20188800781.25,15828000,19421800781.25,784060430240.101
Netherlands,NLD,2017,YR2017,22301099609.375,17924000,21844699218.75,833869641687.068
Netherlands,NLD,2018,YR2018,23359300781.25,18780000,23919099609.375,914043438179.591
Netherlands,NLD,2019,YR2019,22547400390.625,20129000,23723900390.625,910194347568.61
Netherlands,NLD,2020,YR2020,7435700195.3125,7265000,10926200195.3125,909793466661.466
New Caledonia,NCL,2016,YR2016,252000000,116000,248000000,8724568970.67697
New Caledonia,NCL,2017,YR2017,..,121000,..,9173669999.59434
New Caledonia,NCL,2018,YR2018,..,120000,..,9896402295.48329
New Caledonia,NCL,2019,YR2019,..,130000,..,9475655341.98316
New Caledonia,NCL,2020,YR2020,..,31000,..,9454629451.03219
New Zealand,NZL,2016,YR2016,4010000000,3494000,9773000000,188838342527.975
New Zealand,NZL,2017,YR2017,4463000000,3723000,10594000000,206556258844.567
New Zealand,NZL,2018,YR2018,4603000000,3858000,10961000000,211886686924.483
New Zealand,NZL,2019,YR2019,..,3888000,..,213091987153.092
New Zealand,NZL,2020,YR2020,..,996000,..,212569779569.515
Nicaragua,NIC,2016,YR2016,310000000,1596000,..,13286066154.9603
Nicaragua,NIC,2017,YR2017,365000000,1958000,..,13785890939.4447
Nicaragua,NIC,2018,YR2018,349000000,1412000,..,13025266513.3167
Nicaragua,NIC,2019,YR2019,312000000,1455000,..,12699028889.666
Nicaragua,NIC,2020,YR2020,102000000,474000,..,12678162359.4021
Niger,NER,2016,YR2016,110000000,152000,84000000,10398861980.6524
Niger,NER,2017,YR2017,120000000,164000,91000000,11185101444.3729
Niger,NER,2018,YR2018,141000000,157000,114000000,12808661487.4035
Niger,NER,2019,YR2019,144500000,192000,130000000,12916454870.5458
Niger,NER,2020,YR2020,..,85000,..,13744174582.2532
Nigeria,NGA,2016,YR2016,4524000000,5265000,1088000000,404649048648.026
Nigeria,NGA,2017,YR2017,8194000000,..,2615000000,375745732274.676
Nigeria,NGA,2018,YR2018,13218000000,..,1977000000,421739210176.152
Nigeria,NGA,2019,YR2019,16406000000,..,1471000000,474517470742.749
Nigeria,NGA,2020,YR2020,6613000000,..,321000000,432198936002.177
North Macedonia,MKD,2016,YR2016,204000000,510000,283000000,10672467073.2873
North Macedonia,MKD,2017,YR2017,233000000,631000,331000000,11307067000.7188
North Macedonia,MKD,2018,YR2018,282000000,707000,387000000,12683068033.1043
North Macedonia,MKD,2019,YR2019,302000000,758000,401000000,12606338448.547
North Macedonia,MKD,2020,YR2020,153000000,118000,253000000,12363580534.6811
Northern Mariana Islands,MNP,2016,YR2016,..,531000,..,1230000000
Northern Mariana Islands,MNP,2017,YR2017,..,660000,..,1560000000
Northern Mariana Islands,MNP,2018,YR2018,..,518000,..,1301000000
Northern Mariana Islands,MNP,2019,YR2019,..,487000,..,1181000000
Northern Mariana Islands,MNP,2020,YR2020,..,..,..,858000000
Norway,NOR,2016,YR2016,16384000000,5960000,6285000000,370956547619.048
Norway,NOR,2017,YR2017,17489000000,6252000,6565000000,401745275035.261
Norway,NOR,2018,YR2018,18307000000,5688000,7280000000,439788625883.8
