Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
France,FRA,"International tourism, number of arrivals",ST.INT.ARVL,217877000,117109000,..,..
France,FRA,"International tourism, number of departures",ST.INT.DPRT,49276000,21287000,..,..
France,FRA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,63424000000,32646000000,..,..
France,FRA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,50507000000,27758000000,..,..
France,FRA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.93438830633122,4.78556867673262,..,..
France,FRA,"Population, total",SP.POP.TOTL,67388001,67571107,67749632,67935660
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.69042279849461,-6.99999134820864,2.39998809215925,..
French Polynesia,PYF,"International tourism, number of arrivals",ST.INT.ARVL,300000,89400.0015258789,..,..
French Polynesia,PYF,"International tourism, number of departures",ST.INT.DPRT,63000,12000,..,..
French Polynesia,PYF,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
French Polynesia,PYF,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
French Polynesia,PYF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,299717,301920,304032,306279
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.92080879452831,-1.8377610635094,1.46795731508091,3.03694186075849
Gabon,GAB,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Gabon,GAB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Gabon,GAB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Gabon,GAB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Gabon,GAB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,2242785,2292573,2341179,2388992
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.22205315994859,0.591487287873974,4.26549209260175,4.92372750986459
"Gambia, The",GMB,"International tourism, number of arrivals",ST.INT.ARVL,620000,246000,..,..
"Gambia, The",GMB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Gambia, The",GMB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,152000000,47000000,..,..
"Gambia, The",GMB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,9300000.19073486,5000000,..,..
"Gambia, The",GMB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,43.5859283990599,30.168185753628,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2508883,2573995,2639916,2705992
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.98235047511106,-6.76043981705519,10.4655371977056,10.1087199365244
Georgia,GEO,"International tourism, number of arrivals",ST.INT.ARVL,7726000,1513000,..,..
Georgia,GEO,"International tourism, number of departures",ST.INT.DPRT,3780000,..,..,..
Georgia,GEO,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3269000000,542000000,..,..
Georgia,GEO,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,657000000,180000000,..,..
Georgia,GEO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,37.1985614972509,9.88758071323542,..,..
Georgia,GEO,"Population, total",SP.POP.TOTL,3720161,3722716,3708610,3712502
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.05660389828289,-3.69678870538043,2.62698726672524,1.78520820964427
Germany,DEU,"International tourism, number of arrivals",ST.INT.ARVL,39563000,12449000,..,..
Germany,DEU,"International tourism, number of departures",ST.INT.DPRT,99533000,..,..,..
Germany,DEU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,41779000000,22049000000,..,..
Germany,DEU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,93097000000,38752000000,..,..
Germany,DEU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.18432406584116,..,..,..
Germany,DEU,"Population, total",SP.POP.TOTL,83092962,83160871,83196078,84079811
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.5077747939152,0.513941670628171,5.35647787361356,3.23970626334574
Ghana,GHA,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Ghana,GHA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Ghana,GHA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1425000000,110000000,..,..
Ghana,GHA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,328000000,105000000,..,..
Ghana,GHA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.82205489946903,0.865150905271818,..,..
Ghana,GHA,"Population, total",SP.POP.TOTL,31522290,32180401,32833031,33475870
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
Gibraltar,GIB,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Gibraltar,GIB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Gibraltar,GIB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Gibraltar,GIB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Gibraltar,GIB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32685,32709,32669,32649
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.8843417847952,-9.00404364202146,8.43442550167381,5.9137083094686
Greece,GRC,"International tourism, number of arrivals",ST.INT.ARVL,34005000,7406000,..,..
Greece,GRC,"International tourism, number of departures",ST.INT.DPRT,7848000,2324000,..,..
Greece,GRC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,20276000000,5015000000,..,..
Greece,GRC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,3070000000,898000000,..,..
Greece,GRC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,28.3343607120412,10.4927849016115,..,..
Greece,GRC,"Population, total",SP.POP.TOTL,10721582,10698599,10641221,10566531
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.83217756798683,0.187608793759281,1.29021048770599,..
Greenland,GRL,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Greenland,GRL,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Greenland,GRL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Greenland,GRL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Greenland,GRL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56225,56367,56653,56661
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.676511738873756,-13.7566222572107,4.68747816934534,5.80000088973513
Grenada,GRD,"International tourism, number of arrivals",ST.INT.ARVL,526000,217000,..,..
Grenada,GRD,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Grenada,GRD,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,527000000,195000000,..,..
Grenada,GRD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,24000000,5000000,..,..
Grenada,GRD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Grenada,GRD,"Population, total",SP.POP.TOTL,122724,123663,124610,125438
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.59528130671507,-11.3921811427561,1.05809542822919,..
Guam,GUM,"International tourism, number of arrivals",ST.INT.ARVL,1667000,328000,..,..
Guam,GUM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Guam,GUM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Guam,GUM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Guam,GUM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,168624,169231,170534,171774
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.0178979343828,-1.79185769458479,8.0024080363912,4.11800416923388
Guatemala,GTM,"International tourism, number of arrivals",ST.INT.ARVL,2560000,594000,..,..
Guatemala,GTM,"International tourism, number of departures",ST.INT.DPRT,1703000,507799.987792969,..,..
Guatemala,GTM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1221000000,297000000,..,..
Guatemala,GTM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,814000000,256000000,..,..
Guatemala,GTM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,9.02512143586999,2.34799483211765,..,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,16604026,16858333,17109746,17357886
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.61691446892203,4.92026637242459,3.90000000000006,4.69999999999999
Guinea,GIN,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Guinea,GIN,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Guinea,GIN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,9399999.61853027,1200000.04768372,..,..
Guinea,GIN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2900000.09536743,4199999.80926514,..,..
Guinea,GIN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,0.257379226489528,0.014339642352113,..,..
Guinea,GIN,"Population, total",SP.POP.TOTL,12877539,13205153,13531906,13859341
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.49999999151316,-2.39999999921721,3.80000243004048,3.50004959192114
Guinea-Bissau,GNB,"International tourism, number of arrivals",ST.INT.ARVL,52400.0015258789,..,..,..
Guinea-Bissau,GNB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Guinea-Bissau,GNB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,18899999.6185303,..,..,..
Guinea-Bissau,GNB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,87099998.4741211,..,..,..
Guinea-Bissau,GNB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.48378440061954,..,..,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1970457,2015828,2060721,2105566
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.35262742597216,43.4795559399402,20.0600109474921,57.80022
Guyana,GUY,"International tourism, number of arrivals",ST.INT.ARVL,315000,86400.0015258789,..,..
Guyana,GUY,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Guyana,GUY,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,27000000,24000000,..,..
Guyana,GUY,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,47000000,47000000,..,..
Guyana,GUY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Guyana,GUY,"Population, total",SP.POP.TOTL,798753,797202,804567,808726
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.72309699539318,-3.30550547260977,-1.79823988931486,-1.68198397538013
Haiti,HTI,"International tourism, number of arrivals",ST.INT.ARVL,938000,..,..,..
Haiti,HTI,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Haiti,HTI,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,450000000,..,..,..
Haiti,HTI,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,217000000,..,..,..
Haiti,HTI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Haiti,HTI,"Population, total",SP.POP.TOTL,11160438,11306801,11447569,11584996
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.65306625480355,-8.96476018404584,12.5340960157739,3.99794981468288
Honduras,HND,"International tourism, number of arrivals",ST.INT.ARVL,2315000,669000,..,..
Honduras,HND,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Honduras,HND,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,547000000,187000000,..,..
Honduras,HND,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,499000000,163000000,..,..
Honduras,HND,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.67638226848057,3.01492190360085,..,..
Honduras,HND,"Population, total",SP.POP.TOTL,9958829,10121763,10278345,10432860
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.67243165327264,-6.54479911001556,6.44172382600794,-3.47632986495431
"Hong Kong SAR, China",HKG,"International tourism, number of arrivals",ST.INT.ARVL,55913000,3569000,..,..
"Hong Kong SAR, China",HKG,"International tourism, number of departures",ST.INT.DPRT,94715000,8261000,..,..
"Hong Kong SAR, China",HKG,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,26371000000,2839000000,..,..
"Hong Kong SAR, China",HKG,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,26879000000,5520000000,..,..
"Hong Kong SAR, China",HKG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.069064188051,..,..,..
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7507900,7481000,7413100,7346100
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.86422573511891,-4.53555083281567,7.20000034603936,4.5779057692603
Hungary,HUN,"International tourism, number of arrivals",ST.INT.ARVL,61397000,31641000,..,..
Hungary,HUN,"International tourism, number of departures",ST.INT.DPRT,24860000,12727000,..,..
Hungary,HUN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,7283000000,3229000000,..,..
Hungary,HUN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2741000000,1159000000,..,..
Hungary,HUN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.64565046703544,3.40340876504994,..,..
Hungary,HUN,"Population, total",SP.POP.TOTL,9771141,9750149,9709891,9683505
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.805161042235,-7.24187203436699,4.3334020120878,6.44456632472379
Iceland,ISL,"International tourism, number of arrivals",ST.INT.ARVL,2202000,488000,..,..
Iceland,ISL,"International tourism, number of departures",ST.INT.DPRT,611000,130000,..,..
Iceland,ISL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2689000000,652000000,..,..
Iceland,ISL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1509000000,519000000,..,..
Iceland,ISL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Iceland,ISL,"Population, total",SP.POP.TOTL,360563,366463,372520,381900
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.87143694070356,-5.83105322031207,9.05027790774051,7.00295154446648
India,IND,"International tourism, number of arrivals",ST.INT.ARVL,17914000,..,..,..
India,IND,"International tourism, number of departures",ST.INT.DPRT,26915000,..,..,..
India,IND,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,30720000000,13036000000,..,..
India,IND,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,22915000000,12574000000,..,..
India,IND,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.79836621867619,2.76733222848623,..,..
India,IND,"Population, total",SP.POP.TOTL,1383112050,1396387127,1407563842,1417173173
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.01928768046282,-2.06551182934165,3.70305535690933,5.30859500543608
Indonesia,IDN,"International tourism, number of arrivals",ST.INT.ARVL,16107000,4053000,..,..
Indonesia,IDN,"International tourism, number of departures",ST.INT.DPRT,11689000,2918000,..,..
Indonesia,IDN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,16911000000,3312000000,..,..
Indonesia,IDN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,11308000000,1653000000,..,..
Indonesia,IDN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,9.19805342441142,1.9801836869729,..,..
Indonesia,IDN,"Population, total",SP.POP.TOTL,269582878,271857970,273753191,275501339
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.65820666195272,3.33028845926594,4.71977773157164,2.74916614074989
"Iran, Islamic Rep.",IRN,"International tourism, number of arrivals",ST.INT.ARVL,9107000,1550000,..,..
"Iran, Islamic Rep.",IRN,"International tourism, number of departures",ST.INT.DPRT,..,1550000,..,..
"Iran, Islamic Rep.",IRN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
"Iran, Islamic Rep.",IRN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
"Iran, Islamic Rep.",IRN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,86564202,87290193,87923432,88550570
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.51379057542323,-12.0367930931152,1.5833933630431,7.00874522294257
Iraq,IRQ,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Iraq,IRQ,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Iraq,IRQ,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3593000000,955000000,..,..
Iraq,IRQ,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,10925000000,4172000000,..,..
Iraq,IRQ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.04148796046023,1.88617012662028,..,..
Iraq,IRQ,"Population, total",SP.POP.TOTL,41563520,42556984,43533592,44496122
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.44093733423819,6.18453803881623,13.5882471079549,11.9695802975001
Ireland,IRL,"International tourism, number of arrivals",ST.INT.ARVL,10951000,..,..,..
Ireland,IRL,"International tourism, number of departures",ST.INT.DPRT,9350000,2326000,..,..
Ireland,IRL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,6417000000,1858000000,..,..
Ireland,IRL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,8156000000,2334000000,..,..
Ireland,IRL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,2.94796277449113,0.731029008798501,..,..
Ireland,IRL,"Population, total",SP.POP.TOTL,4934340,4985382,5033165,5086988
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.254884930037974,-8.83623206955568,..,..
Isle of Man,IMN,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Isle of Man,IMN,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Isle of Man,IMN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Isle of Man,IMN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Isle of Man,IMN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83933,84046,84263,84519
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.15613798897733,-1.85728927811242,8.61199034846989,6.4646684464545
Israel,ISR,"International tourism, number of arrivals",ST.INT.ARVL,4905000,..,..,..
Israel,ISR,"International tourism, number of departures",ST.INT.DPRT,9179000,..,..,..
Israel,ISR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,7620000000,2500000000,..,..
Israel,ISR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,8153000000,1804000000,..,..
Israel,ISR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.18207698636348,2.32560984988848,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,9054000,9215100,9364700,9550600
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.483198316597154,-8.97912609728922,6.98676641618501,3.67468325490428
Italy,ITA,"International tourism, number of arrivals",ST.INT.ARVL,95399000,38419000,..,..
Italy,ITA,"International tourism, number of departures",ST.INT.DPRT,62207000,21448000,..,..
Italy,ITA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,49521000000,20036000000,..,..
Italy,ITA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,30307000000,10858000000,..,..
Italy,ITA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.15998962838693,3.65370521874481,..,..
Italy,ITA,"Population, total",SP.POP.TOTL,59729081,59438851,59109668,58856847
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.892291653822227,-9.89999999999999,4.60000000000001,4.2
Jamaica,JAM,"International tourism, number of arrivals",ST.INT.ARVL,4233000,1329699.95117188,..,..
Jamaica,JAM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Jamaica,JAM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3599000000,1349000000,..,..
Jamaica,JAM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,284000000,131000000,..,..
Jamaica,JAM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Jamaica,JAM,"Population, total",SP.POP.TOTL,2813773,2820436,2827695,2827377
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.402169200910947,-4.27860368763963,2.14248736902735,1.02862486644142
Japan,JPN,"International tourism, number of arrivals",ST.INT.ARVL,31881000,4115799.8046875,..,..
Japan,JPN,"International tourism, number of departures",ST.INT.DPRT,20081000,3174000,..,..
Japan,JPN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,46054000000,10597000000,..,..
Japan,JPN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,21277000000,5448000000,..,..
Japan,JPN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.43966806815605,1.43461261665334,..,..
Japan,JPN,"Population, total",SP.POP.TOTL,126633000,126261000,125681593,125124989
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.75123973490842,-1.60663627844973,2.22299927802669,2.50379638426071
Jordan,JOR,"International tourism, number of arrivals",ST.INT.ARVL,5361000,1240000,..,..
Jordan,JOR,"International tourism, number of departures",ST.INT.DPRT,1537000,406000,..,..
Jordan,JOR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,5786000000,1409000000,..,..
Jordan,JOR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1461000000,381000000,..,..
Jordan,JOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,41.8363702877849,16.7075719776145,..,..
Jordan,JOR,"Population, total",SP.POP.TOTL,10698683,10928721,11148278,11285869
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.50000000008481,-2.50000000028746,4.30000000015886,3.19999999968607
Kazakhstan,KAZ,"International tourism, number of arrivals",ST.INT.ARVL,8515000,2035000,..,..
Kazakhstan,KAZ,"International tourism, number of departures",ST.INT.DPRT,10707000,2865000,..,..
Kazakhstan,KAZ,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2463000000,459000000,..,..
Kazakhstan,KAZ,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2763000000,826000000,..,..
Kazakhstan,KAZ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.34202472187034,1.19537232198366,..,..
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18513673,18755666,19000988,19621972
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.11415885767801,-0.272766327438816,7.59048947333467,4.8466348557707
Kenya,KEN,"International tourism, number of arrivals",ST.INT.ARVL,2049000,..,..,..
Kenya,KEN,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Kenya,KEN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1007000000,..,..,..
Kenya,KEN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,196000000,..,..,..
Kenya,KEN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,15.360146445829,..,..,..
Kenya,KEN,"Population, total",SP.POP.TOTL,50951450,51985780,53005614,54027487
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.16216216216216,-1.65745856353591,7.86516853932584,1.5625
Kiribati,KIR,"International tourism, number of arrivals",ST.INT.ARVL,12000,..,..,..
Kiribati,KIR,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Kiribati,KIR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3200000.04768372,29999.9993294477,..,..
Kiribati,KIR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,14300000.1907349,3200000.04768372,..,..
Kiribati,KIR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Kiribati,KIR,"Population, total",SP.POP.TOTL,124241,126463,128874,131232
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25755441,25867467,25971909,26069416
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.24397786011012,-0.709415359397681,4.14532395430925,2.56053743193038
"Korea, Rep.",KOR,"International tourism, number of arrivals",ST.INT.ARVL,17503000,2519000,..,..
"Korea, Rep.",KOR,"International tourism, number of departures",ST.INT.DPRT,28714000,4276000,..,..
"Korea, Rep.",KOR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,20867000000,10528000000,..,..
"Korea, Rep.",KOR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,32739000000,16157000000,..,..
"Korea, Rep.",KOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.85401028422418,1.93842025991556,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51764822,51836239,51744876,51628117
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.7568306194579,-5.34027530229791,10.7456116066371,3.51170669162084
Kosovo,XKX,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Kosovo,XKX,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Kosovo,XKX,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Kosovo,XKX,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
